"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30197","Send join-amisragas lead","chromium","2026-04-11","broken","2026-04-11","E2E Tests","AmisragasTests.spec.ts","",""
